Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,_50%,PFS,Ca,Sk,Information
Kärlväxter,Spolfibbla,Hieracium amoenifrons,Akut hotad CR,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Sprengelsbjörnbär,Rubus sprengelii,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: D1
Kärlväxter,Spretfibbla,Hieracium sparsidens,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Spretmaskros,Taraxacum undulatiforme,Kunskapsbrist DD,,,,,,,,,,,,
Kärlväxter,Springkorn,Impatiens noli-tangere,,,,x,x,,,,,,,,"Svämlövskog (91E0)

Svämädellövskog (91F0)

Lövsumpskog (9080)"
Kärlväxter,Späd fetfibbla,Hieracium gracilifrons,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); D1"
Kärlväxter,Späd ögontröst,Euphrasia stricta var. tenuis,,,,,x,,,,,,,,"Lövängar (6530)

Slåtterängar i låglandet (6510)"
Kärlväxter,Spädlosta,Bromus pseudosecalinus,Akut hotad CR,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(v)+2ab(v); C2a(i,ii); D"
Kärlväxter,Spädnarv,Arenaria leptoclados,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Spädnate,Potamogeton pusillus,,,,,x,,,,,,,,"Stora vikar och sund (1160)

Laguner (1150)"
Kärlväxter,Spädstarr,Carex disperma,,,,x,x,,,,,,,,Lövsumpskog (9080)
Kärlväxter,Spåtistel,Carlina vulgaris,,,x,,x,,,,,,,,"Kalkgräsmarker (6210)

Alvar (6280)

Enbuskmarker (5130)"
Kärlväxter,Stagg,Nardus stricta,,,x,,x,,,,,,,,"Enbuskmarker (5130)

Stagg-gräsmarker (6230)

Fuktängar (6410)

Höglänta slåtterängar (6520)

Lövängar (6530)

Trädklädd betesmark (9070)

Torra hedar (4030)"
Kärlväxter,Staggstarr,Carex nardina,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: B2a
Kärlväxter,Stallört,Ononis spinosa subsp. hircina,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2b
Kärlväxter,Starkfibbla,Hieracium valentius,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Stegfibbla,Hieracium pteropodium,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D"
Kärlväxter,Stenbräken,Cystopteris fragilis,,,,,x,,,,,,,,Silikatrasmarker (8110)
Kärlväxter,Stenbär,Rubus saxatilis,,,,,x,,,,,,,,Rullstensåsöar i Östersjön (1610)
Kärlväxter,Stenfrö,Lithospermum officinale,,,,,,,,,,,,,
Kärlväxter,Steningebjörnbär,Rubus sordirosanthus,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: D1
Kärlväxter,Stenkrassing,Hornungia petraea,,,,,x,,,,,,,,"Alvar (6280)

Basiska berghällar (6110)"
Kärlväxter,Stenmalört,Artemisia rupestris,,,,,x,,,,,,,,Alvar (6280)
Kärlväxter,Stenmaskros,Taraxacum xerophilum,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Kärlväxter,Stenmåra,Galium saxatile,,,x,,x,,,,,,,,"Stagg-gräsmarker (6230)

Torra hedar (4030)"
Kärlväxter,Stickelfrö,Lappula deflexa,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2a

Kalkrasmarker (8120)

Silikatrasmarker (8110)"
Kärlväxter,Stickfibbla,Hieracium euthysanum,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Stinkmålla,Chenopodium vulvaria,Starkt hotad EN,x,,,,,,8§,,,,,"Rödlistekriterium 2020: D

Stinkmålla (Chenopodium vulvaria) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Stjärnstarr,Carex echinata,,,,,x,,,,,,,,"Aapamyrar (7310)

Skogsbevuxen myr (91D0)

Fuktängar (6410)"
Kärlväxter,Stoftfibbla,Hieracium canitiosum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Stolt trampört,Polygonum aviculare subsp. excelsius,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Stor andmat,Spirodela polyrhiza,,,,,x,,,,,,,,Naturligt näringsrika sjöar (3150)
Kärlväxter,Stor blåklocka,Campanula persicifolia,,,x,,x,,,,,,,,"Slåtterängar i låglandet (6510)

Silikatgräsmarker (6270)"
Kärlväxter,Stor bockrot,Pimpinella major,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,v)"
Kärlväxter,Stor fetknopp,Petrosedum rupestre,,,x,,x,,,,,,,,Kalkgräsmarker (6210)
Kärlväxter,Stor hagfibbla,Hieracium megavulgatum,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Stor haverrot,Tragopogon dubius,,,,,,,,8§,,,,,Stor haverrot (Tragopogon dubius) är fridlyst enligt 8 § i hela landet.
Kärlväxter,Stor häxört,Circaea lutetiana,,,,x,,,,,,,,,
Kärlväxter,Stor låsbräken,Botrychium virginianum,Sårbar VU,,,,,,,8§,,,,,"Rödlistekriterium 2020: C2a(i)

Stor låsbräken (Botrychium virginianum) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Stor sandlilja,Anthericum liliago,Starkt hotad EN,,,,x,,,8§,,,,,"Rödlistekriterium 2020: B2ab(iii,v)

Sandstäpp (6120)

Stor sandlilja (Anthericum liliago) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Stor skogslilja,Cephalanthera damasonium,Sårbar VU,,,,,,,8§,,,,3.0,"Rödlistekriterium 2020: B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(i)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Arten är skyddsklassad vilket innebär att åtkomst till fynduppgifter måste begränsas. Koordinater som pekar ut platser där arten reproducerar sig får inte visas publikt med större noggrannhet än 5 x 5 km."
Kärlväxter,Stor tofsäxing,Koeleria grandis,Akut hotad CR,,,,,,,8§,,,,,"Rödlistekriterium 2020: B1ab(v)+2ab(v); C2a(i,ii); D

Stor tofsäxing (Koeleria grandis) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Stor ängsmaskros,Taraxacum lamprophyllum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: C2a(i)
Kärlväxter,Stor ögontröst,Euphrasia officinalis subsp. pratensis,Starkt hotad EN,x,,,x,,,8§,,,,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v)

Fuktängar (6410)

Stor ögontröst (Euphrasia rostkoviana ssp. rostkoviana) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Storfryle,Luzula sylvatica,Sårbar VU,,,,,,,8§,,,,,"Rödlistekriterium 2020: D2

Storfryle (Luzula sylvatica) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Storgröe,Poa remota,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,v)

Lövsumpskog (9080)

Nordlig ädellövskog (9020)"
Kärlväxter,Storkorgsfibbla,Hieracium crassiceps,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Storrams,Polygonatum multiflorum,,,,,x,,,9§,,,,,"Näringsrik bokskog (9130)

Näringsrik ekskog (9160)

Nordlig ädellövskog (9020)

Storrams (Polygonatum multiflorum) är fridlyst enligt 9 § i Värmlands län."
Kärlväxter,Storsileshår,Drosera anglica,,,,,x,,,,,,,,"Fukthedar (4010)

Högmossar (7110), Skadade högmossar (7120)

Öppna mossar och kärr (7140)

Aapamyrar (7310)

Dynvåtmarker (2190)"
Kärlväxter,Stortimjan,Thymus pulegioides,Sårbar VU,,,,x,,,,,,,,"Rödlistekriterium 2020: A2b

Enbuskmarker (5130)"
Kärlväxter,Storviol,Viola elatior,Starkt hotad EN,x,,,,,,8§,,,,,"Rödlistekriterium 2020: B1ab(iii,v)+2ab(iii,v)

Storviol (Viola elatior) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Strandaster,Tripolium pannonicum subsp. tripolium,,,,,x,,,,,,,,"Rullstensåsöar i Östersjön (1610)

Sten- och grusvallar (1220)"
Kärlväxter,Strandbräsma,Cardamine parviflora,Sårbar VU,,,,,,,8§,,,,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v)

Strandbräsma (Cardamine parviflora) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Strandflenört,Scrophularia umbrosa,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Strandglim,Silene uniflora,,,,,x,,,,,,,,Vegetationsklädda havsklippor (1230)
Kärlväxter,Strandkrypa,Lysimachia maritima,,,,,x,,,,,,,,"Strandängar vid Östersjön (1630)

Salta strandängar (1330)"
Kärlväxter,Strandkvanne,Angelica archangelica subsp. littoralis,,,,,x,,,,,,,,"Rullstensåsöar i Östersjön (1610)

Sten- och grusvallar (1220)"
Kärlväxter,Strandkvickrot,Elytrigia juncea subsp. boreoatlantica,,,,,x,,,,,,,,"Vita dyner (2120)

Rullstensåsöar i Östersjön (1610)"
Kärlväxter,Strandkämpar,Plantago coronopus,,,,,x,,,,,,,,"Strandängar vid Östersjön (1630)

Vegetationsklädda havsklippor (1230)"
Kärlväxter,Strandkål,Crambe maritima,,,,,x,,,8§,,,,,"Sten- och grusvallar (1220)

Strandkål (Crambe maritima) är fridlyst enligt 8 § i Blekinge och Gotlands län."
Kärlväxter,Strandloka,Ligusticum scothicum,,,,,x,,,,,,,,Vegetationsklädda havsklippor (1230)
Kärlväxter,Strandlummer,Lycopodiella inundata,Nära hotad NT,,,,x,,,9§,,,,,"Rödlistekriterium 2020: A2b

Fukthedar (4010)

Lummerväxter: samtliga arter av släktet Lycopodium är fridlysta enligt 8 § i Blekinge län och samtliga arter av familjen Lycopodiaceae är fridlysta enligt 9 § i hela landet."
Kärlväxter,Strandmaskrosor,Taraxacum sect. Palustria,,,,,x,,,,,,,,"Salta strandängar (1330)

Strandängar vid Östersjön (1630)

Alvar (6280)

Fuktängar (6410)"
Kärlväxter,Strandmålla,Atriplex littoralis,,,,,x,,,,,,,,Driftvallar (1210)
Kärlväxter,Strandnarv,Sagina maritima,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: A2b

Salta strandängar (1330)

Strandängar vid Östersjön (1630)

Glasörtstränder (1310)"
Kärlväxter,Strandnål,Bupleurum tenuissimum,,,,,,,,,,,,,
Kärlväxter,Strandpryl,Plantago uniflora,,,,,x,,,,,,,,"Ävjestrandsjöar (3130)

Näringsfattiga slättsjöar (3110)"
Kärlväxter,Strandranunkel,Ranunculus reptans,,,,,x,,,,,,,,Ävjestrandsjöar (3130)
Kärlväxter,Strandrödtoppa,Odontites litoralis,,,x,,x,,,,,,,,Strandängar vid Östersjön (1630)
Kärlväxter,Strandskallra,Rhinanthus angustifolius subsp. halophilus,,,x,,,,,,,,,,
Kärlväxter,Strandstarr,Carex paleacea,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(iii,v)"
Kärlväxter,Strandsumparv,Stellaria crassifolia var. minor,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v); C2a(i)"
Kärlväxter,Strandsötväppling,Melilotus dentatus,Starkt hotad EN,,,,,,,8§,,,,,"Rödlistekriterium 2020: B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)

Strandsötväppling (Melilotus dentatus) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Strandvallmo,Glaucium flavum,Sårbar VU,,,,x,,,8§,,,,,"Rödlistekriterium 2020: B1ab(iii,v)+2ab(iii,v); C2a(i)

Sten- och grusvallar (1220)

Strandvallmo (Glaucium flavum) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Strandvedel,Astragalus danicus,Akut hotad CR,,,,,,,8§,,,,,"Rödlistekriterium 2020: C2a(i)

Strandvedel (Astragalus danicus) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Strandvial,Lathyrus japonicus,,,,,x,,,,,,,,"Rullstensåsöar i Östersjön (1610)

Sandstränder vid Östersjön (1640)

Vita dyner (2120)

Grå dyner (2130)

Sten- och grusvallar (1220)"
Kärlväxter,Strandviol,Viola stagnina,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: A2bc
Kärlväxter,Strandviva,Primula nutans,,,,,x,"II, IV",,7§,,,,,"Strandängar vid Östersjön (1630)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Strandviva (Primula nutans) är fridlyst enligt 7 § i hela landet."
Kärlväxter,Strandögontröst,Euphrasia bottnica,,,x,,x,,,,,,,,"Rullstensåsöar i Östersjön (1610)

Strandängar vid Östersjön (1630)

Sten- och grusvallar (1220)"
Kärlväxter,Strimfibbla,Leontodon saxatilis,,,,,,,,8§,,,,,Strimfibbla (Leontodon saxatilis) är fridlyst enligt 8 § i hela landet.
Kärlväxter,Strimtåg,Juncus foliosus,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: D1
Kärlväxter,Strutbräken,Matteuccia struthiopteris,,,,x,x,,,8§,,,,,"Näringsrik granskog (9050)

Lövsumpskog (9080)

Svämlövskog (91E0)

Svämädellövskog (91F0)

Högörtängar (6430)

Strutbräken (Matteuccia struthiopteris) är fridlyst enligt 8 § i Blekinge län."
Kärlväxter,Strängnäsfibbla,Hieracium molybdinoides,Kunskapsbrist DD,,,,,,,,,,,,
Kärlväxter,Strängstarr,Carex chordorrhiza,,,,,x,,,,,,,,"Aapamyrar (7310)

Öppna mossar och kärr (7140)"
Kärlväxter,Strävfibbla,Hieracium hispidiceps,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: D1
Kärlväxter,Strävlosta,Bromopsis benekenii,,,,x,x,,,,,,,,"Näringsrik granskog (9050)

Näringsrik bokskog (9130)

Ädellövskog i branter (9180)

Nordlig ädellövskog (9020)"
Kärlväxter,Stråltandad fibbla,Hieracium radiodens,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Stubbdaggkåpa,Alchemilla samuelssonii,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Stubbfibbla,Hieracium unctiusculum,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Sturskfibbla,Hieracium arrogans,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Stymnofibbla,Hieracium stymnophytum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); D1"
Kärlväxter,Styv glandelfibbla,Hieracium subglaucovirens,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Styvmorsviol,Viola tricolor,,,,,x,,,,,,,,Hällmarkstorräng (8230)
Kärlväxter,Styvnate,Potamogeton rutilus,Sårbar VU,,,,x,,,8§,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,v)

Kransalgsjöar (3140)

Styvnate (Potamogeton rutilus) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Styvt braxengräs,Isoëtes lacustris,,,,,x,,,,,,,,"Näringsfattiga slättsjöar (3110)

Ävjestrandsjöar (3130)

Stora vikar och sund (1160)"
Kärlväxter,Stödefibbla,Hieracium puricolor,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D"
Kärlväxter,Sumpgentiana,Gentianella uliginosa,,,,,x,,,8§,,,,,"Strandängar vid Östersjön (1630)

Fuktängar (6410)

Salta strandängar (1330)

Sumpgentiana (Gentianella uliginosa) är fridlyst enligt 8 § i Västra Götalands län."
Kärlväxter,Sumpmåra,Galium uliginosum,,,,,x,,,,,,,,"Högörtängar (6430)

Svämängar (6450)

Fuktängar (6410)"
Kärlväxter,Sumpnycklar,Dactylorhiza majalis subsp. lapponica,,,,,x,,,8§,,,,,"Rikkärr (7230)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet."
Kärlväxter,Sumpstarr,Carex magellanica,,,,,x,,,,,,,,Aapamyrar (7310)
Kärlväxter,Sumpviol,Viola uliginosa,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: A2b; B2ab(ii,iii)

Svämlövskog (91E0)

Svämädellövskog (91F0)

Lövsumpskog (9080)"
Kärlväxter,Svanlundsfibbla,Hieracium svanlundii,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: C2a(i)
Kärlväxter,Svansfibbla,Hieracium amblyglochin,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Svart trolldruva,Actaea spicata,,,,x,x,,,,,,,,"Nordlig ädellövskog (9020)

Näringsrik granskog (9050)

Näringsrik ekskog (9160)

Ädellövskog i branter (9180)

Rullstensåsöar i Östersjön (1610)"
Kärlväxter,Svarta vinbär,Ribes nigrum,,,,,x,,,,,,,,"Näringsrik granskog (9050)

Högörtängar (6430)"
Kärlväxter,Svartblå fibbla,Hieracium nigrocyaneum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Svartbrun fibbla,Hieracium nigrofuscum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Svartbräken,Asplenium trichomanes,,,,,x,,,,,,,,Kalkbranter (8210)
Kärlväxter,Svartfryle,Luzula sudetica,,,,,x,,,,,,,,Höglänta slåtterängar (6520)
Kärlväxter,Svarthårig fibbla,Hieracium obversiforme,Kunskapsbrist DD,,,,,,,,,,,,
Kärlväxter,Svarthö,Bartsia alpina,,,,,x,,,,,,,,"Svämängar (6450)

Kalktuffkällor (7220)

Rikkärr (7230)

Alpina kalkgräsmarker (6170)"
Kärlväxter,Svartkämpar,Plantago lanceolata,,,,,x,,,,,,,,Silikatgräsmarker (6270). Svartkämpar är en god indikatorart som visar på tidigare hävd och tyder på en ogödslad mark.
Kärlväxter,Svartoxbär,Cotoneaster niger,,,,,x,,,,,,,,Uppspruckna kalkstenshällmarker (8240)
Kärlväxter,Svartsjöfibbla,Hieracium hypselophyes,Kunskapsbrist DD,,,,,,,,,,,,
Kärlväxter,Svartstiftsmaskros,Taraxacum melanostylum,Kunskapsbrist DD,,,,,,,,,,,,
Kärlväxter,Svarttandad maskros,Taraxacum duplidentifrons,Sårbar VU,,,,,,,,,,,,Rödlistekriterium 2020: C2a(i)
Kärlväxter,Svarttåg,Juncus anceps,Akut hotad CR,x,,,,,,8§,,,,,"Rödlistekriterium 2020: B1ab(iv,v)

Svarttåg (Juncus anceps) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Sveafibbla,Hieracium oinopolepis,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Svedjenäva,Geranium bohemicum,Nära hotad NT,,,,x,,,,,,,,"Rödlistekriterium 2020: B2ab(v)

Taiga (9010)"
Kärlväxter,Svedstarr,Carex atrofusca,,,,,x,,,,,,,,Aapamyrar (7310)
Kärlväxter,Svensk ögontröst,Euphrasia stricta var. suecica,Starkt hotad EN,x,,,,,,8§,,,,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)

Svensk ögontröst (Euphrasia stricta var. suecica) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Svinrot,Scorzonera humilis,Nära hotad NT,,x,,x,,,,,,,,"Rödlistekriterium 2020: A2b

Fuktängar (6410)

Slåtterängar i låglandet (6510)

Lövängar (6530)

Silikatgräsmarker (6270)"
Kärlväxter,Svängfibbla,Hieracium arcuaticuneatum,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Svärdkrissla,Pentanema ensifolium,Nära hotad NT,,,,x,,,8§,,,,,"Rödlistekriterium 2020: B1ab(iii,v)+2ab(iii,v)

Alvar (6280)

Svärdkrissla (Inula ensifolia) är fridlyst enligt 8 § i Gotlands län."
Kärlväxter,Svärdkrissla × krissla,Pentanema ensifolium × salicinum ,,,,,,,,8§,,,,,Svärdkrissla x krissla (hybriden Inula ensifolia x salicina) är fridlyst enligt 8 § i Gotlands län.
Kärlväxter,Svärdslilja,Iris pseudacorus,,,,,,,,8§,,,,,Gul svärdslilja (Iris pseudacorus) är fridlyst enligt 8 § i Västernorrlands län.
Kärlväxter,Sydfibbla,Hieracium austrinum,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Sydlig trollfibbla,Hieracium pycnodon,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Sydmaskros,Taraxacum austrinum,Starkt hotad EN,,,,,,,8§,,,,,"Rödlistekriterium 2020: D

Sydmaskros (Taraxacum austrinum) är fridlyst enligt 8 § i hela landet."
Kärlväxter,Sydspärgel,Spergula arvensis subsp. arvensis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2bc
Kärlväxter,Sydvårbrodd,Anthoxanthum odoratum,,,,,x,,,,,,,,Höglänta slåtterängar (6520)
Kärlväxter,Sydäppelros,Rosa micrantha,Akut hotad CR,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Sylnarv,Sagina revelierei,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2b
Kärlväxter,Sylört,Subularia aquatica,,,,,x,,,,,,,,"Näringsfattiga slättsjöar (3110)

Ävjestrandsjöar (3130)

Laguner (1150)"
Kärlväxter,Säfferot,Seseli libanotis,Nära hotad NT,,,,,,,,,,,,Rödlistekriterium 2020: A2b
Kärlväxter,Sälenfibbla,Hieracium ocriophyllum,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Sälg,Salix caprea,,,,,x,,,,,,,,Fjällbjörkskog (9040)
Kärlväxter,Särfibbla,Hieracium distinctum,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Säterfryle,Luzula multiflora subsp. frigida,,,,,x,,,,,,,,Höglänta slåtterängar (6520)
Kärlväxter,Sätergentiana,Gentianella campestris var. islandica,,x,x,,,,,8§,,,,,Sätergentiana (Gentianella campestris var. islandica) är fridlyst enligt 8 § i hela landet.
Kärlväxter,Sågfibbla,Hieracium neoserratifrons,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Såpört,Gypsophila fastigiata,,,,,x,,,,,,,,Alvar (6280)
Kärlväxter,Sårläka,Sanicula europaea,,,,x,x,,,,,,,,"Näringsrik granskog (9050)

Näringsrik bokskog (9130)

Näringsrik ekskog (9160)

Nordlig ädellövskog (9020)"
Kärlväxter,Söderhamnsfibbla,Hieracium subanfractum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
Kärlväxter,Söndrumsbjörnbär,Rubus soendrumensis,Starkt hotad EN,,,,,,,,,,,,Rödlistekriterium 2020: D
Kärlväxter,Sörmlandsfibbla,Hieracium sudermannicum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Sötgräs,Cinna latifolia,Nära hotad NT,x,,,,"II, IV",,7§,,,,,"Rödlistekriterium 2020: B2b(iii,v)

Arten är listad i bilaga 2 till art- och habitatdirektivet eftersom den har sådant unionsintresse att särskilda bevarandeområden behöver utses. Arten finns upptagen i bilaga 4 till art- och habitatdirektivet därför att den kräver noggrant skydd.

Sötgräs (Cinna latifolia) är fridlyst enligt 7 § i hela landet."
Kärlväxter,Tabergsfibbla,Hieracium ciliatiforme,Starkt hotad EN,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Tagelstarr,Carex appropinquata,,,,,x,,,,,,,,Källor och källkärr (7160)
Kärlväxter,Tagelsäv,Eleocharis quinqueflora,,,,,x,,,,,,,,"Rikkärr (7230)

Fuktängar (6410)"
Kärlväxter,Taggbräken,Polystichum lonchitis,,,,x,,,,,,,,,
Kärlväxter,Taggkörvel,Anthriscus caucalis,Sårbar VU,x,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(i,ii,iii,iv,v)c(iv)"
Kärlväxter,Taggstarr,Carex pauciflora,,,,,x,,,,,,,,"Öppna mossar och kärr (7140)

Aapamyrar (7310)

Terrängtäckande mossar (7130)"
Kärlväxter,Taklosta,Anisantha tectorum,,,,,,,,,,,x,,"Ruderatmarksart som förekommer i södra Sverige. Växer på torr, sandig mark och sprids med grus. Förekommer på banvallar, grusade gårdar, vägkanter och skräpmarker. Platserna är ofta lämpliga för sandlevande insekter."
Kärlväxter,Tallört (aggregat),Hypopites monotropa agg.,,,,,x,,,,,,,,Taiga (9010)
Kärlväxter,Tandrot,Cardamine bulbifera,,,,,x,,,,,,,,"Näringsrik bokskog (9130)

Nordlig ädellövskog (9020)"
Kärlväxter,Tassfibbla,Hieracium mallopodum,Sårbar VU,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); C2a(i)"
Kärlväxter,Tennfibbla,Hieracium ravusculum,Nära hotad NT,,,,,,,,,,,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
Kärlväxter,Tibast,Daphne mezereum,,,,x,x,,,"8§,9§",,,,,"Näringsrik granskog (9050)

Tibast (Daphne mezereum) är fridlyst dels enligt 8 § i Södermanlands och Örebro län, dels enligt 9 § i Värmlands och Västra Götalands län."
